,Name,Address,Rating,Money,lat,lng,District
343,Boncho Poncho,"Ореховый б-р, 14, корп. 3, ТРЦ «Домодедовский»",,1.0,55.609675,37.720106,Орехово-Борисово Южное
344,Bonpasti,"Вельяминовская, 6, корп. 2",,2.0,55.781833,37.72299,Соколиная Гора
347,Boobo,"просп. Андропова, 22, ТЦ «Нора», 2 этаж",,3.0,55.682706,37.66132,Нагатино-Садовники
348,Boobo,"Бутлерова, 17, БЦ Neo Geo",,3.0,55.650144999999995,37.539626,Коньково
350,Boom Boom Room by DJ Smash,"ул. 1905 года, 2, стр. 1",,3.0,55.755353,37.560071,Пресненский
351,Boondock,"Б.Сухаревская пл., 14",,2.0,55.771818,37.636491,Красносельский
352,Born to Burn,"Н.Басманная, 32",,2.0,55.76956,37.667501,Басманный
353,Boroda Bar,"Маросейка, 4/2, стр. 1",,1.0,55.757408999999996,37.633688,Басманный
354,Boroda Burger,"Новокуркинское ш., 1, ТЦ «Парус», 4 этаж",,1.0,55.884964000000004,37.407196,Куркино
355,Boston Party Pub,"Рождественка, 6/9/20, стр. 1",,2.0,55.761182999999996,37.623834,Мещанский
356,Boston Pub,"Сергия Радонежского, 29–31",,2.0,55.746927,37.679502,Таганский
357,Boston Seafood & Bar,"Летниковская, 2, стр. 1, БЦ Vivaldi Plaza",,3.0,55.728621,37.644791,Замоскворечье
358,Bottega 21,"М.Бронная, 21/13",,3.0,55.76264200000001,37.594818,Пресненский
359,Bottega fiorentina,"Гарибальди, 25, корп. 1",,4.0,55.670539,37.556217,Черёмушки
360,Prime,"Б.Дмитровка, 7/5, стр. 1",8.0,1.0,55.760434,37.614419,Тверской
361,Фани Кабани,"М.Дмитровка, 5/9",8.0,3.0,55.76795500000001,37.605625,Тверской
362,Delicatessen,"Садовая-Каретная, 20, стр. 2",8.0,2.0,55.772472,37.610871,Тверской
363,Кому жить хорошо,"Пречистенская наб., 17",8.0,4.0,55.739732,37.605508,Хамовники
364,Смайл,"Покровка, 48, стр. 1",8.0,2.0,55.763259999999995,37.654817,Басманный
365,Будвар,"Котельническая наб., 33, стр. 3",8.0,3.0,55.741059,37.647459000000005,Таганский
366,Белый журавль,"Фрунзенская наб., 14",8.0,3.0,55.730816000000004,37.593102,Хамовники
367,Паста и баста,"Сретенский б-р, 4",8.0,2.0,55.766177,37.632107,Красносельский
368,Бавариус,"Комсомольский просп., 21/10",8.0,3.0,55.727942000000006,37.584757,Хамовники
369,Breakfast Café,"М.Никитская, 2/1",8.0,2.0,55.757931000000006,37.597423,Пресненский
370,Булошная,"Лялин пер., 7/2",8.0,3.0,55.759603000000006,37.652471999999996,Басманный
371,Конор Мак Несса,"Нахимовский просп., 67",8.0,2.0,55.68079300000001,37.556828,Черёмушки
372,Fresh,"Б.Дмитровка, 11, стр. 1",8.0,2.0,55.762064,37.613512,Тверской
373,Долма,"Сретенка, 12",8.0,3.0,55.767803,37.632233,Красносельский
374,Паб Ло Пикассо,"Славянская пл., 2",8.0,3.0,55.753038000000004,37.635,Таганский
375,Bobby Dazzler,"Костянский пер., 7/13",8.0,2.0,55.767798,37.635323,Красносельский
376,Луч,"Б.Пироговская, 27, стр. 1",8.0,3.0,55.730005000000006,37.567428,Хамовники
377,Dada,"1-й Новокузнецкий пер., 5/7, стр. 1",8.0,2.0,55.73467900000001,37.632305,Замоскворечье
378,15/17 Bar & Grill,"Б.Черкасский пер., 15/17, стр. 1",8.0,3.0,55.756386,37.627454,Тверской
379,23 Tolstoy,"Льва Толстого, 23, стр. 1",8.0,3.0,55.734927,37.584856,Хамовники
382,Damas,"Маросейка, 8",8.0,3.0,55.757592,37.636437,Басманный
383,Imho,"Сретенский тупик, 5",8.0,2.0,55.771327,37.633841,Красносельский
384,Botteganova Organic Store,"Маршала Рыбалко, 2, корп. 9",,2.0,55.797787,37.497153000000004,Щукино
386,Bottoms Up,"Пятницкая, 29/8",,2.0,55.74094300000001,37.628756,Замоскворечье
387,Boutique Cakes,"просп. Буденного, 26, корп. 1",,1.0,55.764131000000006,37.731146,Соколиная Гора
388,Bowie,"Мясницкая, 16",,2.0,55.760925,37.632511,Басманный
390,Brazilian Steak House,"просп. Мира, 102, корп. 1",,2.0,55.800726,37.636733,Алексеевский
392,Breakfast Club,"М.Козихинский пер., 10",,2.0,55.764348999999996,37.59639,Пресненский
393,Brigante,"Маросейка, 6/8, стр. 1",,2.0,55.757491,37.635404,Басманный
394,Bright Israeli Grill,"Тверская, 27, стр. 2",,1.0,55.768653,37.597549,Тверской
396,Brix Tapas & Grill,"Покровка, 4, стр. 1",,3.0,55.758509,37.641045,Басманный
397,Broadway,"Дмитровское ш., 58",,2.0,55.850646,37.568282,Бескудниковский
398,Brocard,"Б.Новодмитровская, 36, стр. 1, дизайн-завод «Флакон»",,2.0,55.804329,37.585196999999994,Бутырский
399,Bronco,"М.Бронная, 4",,3.0,55.759552,37.597477000000005,Пресненский
400,Brooklyn BBQ,"Ладожская, 5",,2.0,55.771606000000006,37.682152,Басманный
401,Brooklyn Burgers,"Красная Пресня, 29",,1.0,55.762267,37.564006,Пресненский
403,Brotundbeer,"Кировоградская, 13а, ТЦ Columbus",,2.0,55.612182,37.607026,Чертаново Центральное
404,Bro We,"Бауманская, 9",,1.0,55.776654,37.677104,Басманный
405,Brownbar,"Волгоградский просп., 37а",,2.0,55.72245600000001,37.697145,Нижегородский
406,Bruce Lee,"2-я Звенигородская, 12, стр. 14",,2.0,55.761067000000004,37.555301,Пресненский
408,Lao Lee Café,"Цветной б-р, 15, стр. 1, универмаг «Цветной», 6 этаж",8.0,1.0,55.771145,37.620177000000005,Тверской
409,Phở Point,"Сретенка, 1, стр. 1",8.0,1.0,55.766532,37.630544,Мещанский
410,Sean O'Neill,"Кузнецкий Мост, 11, cтр. 1",8.0,3.0,55.762227,37.622199,Мещанский
411,Бутчер,"Профсоюзная, 66",8.0,4.0,55.664223,37.547261,Обручевский
412,Оджахури,"Садовая-Черногрязская, 22, стр.1",8.0,2.0,55.764393999999996,37.655095,Басманный
414,Сыроварня на Бадаевском заводе,"Кутузовский просп., 12, стр. 1, БЦ «Бадаевский»",8.0,3.0,55.750788,37.5592,Дорогомилово
416,Mandy's Apothecary Irish Pub,"Кузнецкий Мост, 19, стр. 1",8.0,2.0,55.762449,37.625855,Мещанский
417,Grand cru by Adrian Quetglas,"М.Бронная, 22, стр. 2",8.0,4.0,55.762976,37.59498,Пресненский
418,Lavkalavka,"Петровка, 21",8.0,3.0,55.765615000000004,37.615578,Тверской
419,Cantinetta Antinori,"Денежный пер., 20",8.0,4.0,55.745412,37.58676,Хамовники
420,Burger & Pizzetta,"пл. Киевского Вокзала, 2, ТРЦ «Европейский», 2 этаж",8.0,2.0,55.744631999999996,37.566072,Дорогомилово
421,Meat Me,"Шаболовка, 29, корп. 2",8.0,1.0,55.721686,37.6107,Якиманка
422,Shishas Sferum Bar,"Н.Арбат, 36, стр. 3, ТЦ «Сфера»",8.0,2.0,55.753133999999996,37.575882,Арбат
423,Tap & Barrel Pub,"Б.Дмитровка, 13",8.0,2.0,55.762166,37.613063000000004,Тверской
424,Кабинет,"Б.Дмитровка, 2",8.0,2.0,55.758767000000006,37.617734000000006,Тверской
425,Барашка,"Петровка, 20/1",8.0,3.0,55.764176,37.617384,Тверской
426,Воккер,"просп. Вернадского, 6, ТЦ «Капитолий Вернадского»",8.0,1.0,55.69195799999999,37.527956,Раменки
427,Рамен-клаб,"Кривоколенный пер. 3, стр. 1",8.0,1.0,55.760727,37.632934000000006,Басманный
428,Фарш,"Никольская, 12, гостиница The St. Regis Moscow Nikolskaya, 1 этаж",8.0,2.0,55.757126,37.622432,Тверской
429,Джон Донн,"Никитский б-р, 12",8.0,2.0,55.755388,37.60054,Пресненский
431,Correa's,"Ленинградское ш., 16а, стр. 3, БЦ «Метрополис»",8.0,2.0,55.822286,37.499516,Войковский
432,Bubbleology,"Пресненская наб., 2, ТЦ «Афимолл-сити», 5 этаж",,1.0,55.74906,37.539347,Пресненский
434,Bubbleology,"просп. Вернадского, 86а, ТРЦ Avenue South West",,1.0,55.66301899999999,37.480993,Тропарёво-Никулино
435,Bubble Waffle,"Пресненская наб., 2, ТЦ «Афимолл-сити»",,1.0,55.74906,37.539347,Пресненский
436,Budapest,"Н.Арбат, 11, стр. 1, ТД «Новоарбатский»",,1.0,55.752217,37.595132,Арбат
437,Buddy Bar,"Борисовские Пруды, 26, стр. 2, ТРЦ «Браво»",,2.0,55.639029,37.759228,Братеево
439,Buffalo,"Артековская, 1а",,2.0,55.652654000000005,37.613593,Нагорный
440,Buffalo's,"пл. Джавахарлала Неру, 1, ТЦ «Университи», 3 этаж",,2.0,55.69329200000001,37.533975,Раменки
443,Buffalo's,"Н.Арбат, 11, стр. 1, ТД «Новоарбатский»",,2.0,55.752217,37.595132,Арбат
445,Buffalo's,"Ниж.Красносельская, 35, стр. 59",,2.0,55.776598,37.674741,Басманный
446,Bulka Coffee,"Кронштадтский б-р, 7а, стр. 1",,1.0,55.842327000000004,37.487109999999994,Головинский
447,Bulls Bar,"Сумской пр., 2б",,2.0,55.633775,37.613476,Чертаново Северное
448,Bulvarka,"Подколокольный пер., 16/2, стр. 2",,1.0,55.751984,37.645699,Таганский
451,Burger Club,"Нагатинская, 16, ТЦ «Конфетти»",,1.0,55.681529000000005,37.652625,Нагатино-Садовники
452,Burger Club,"Б.Черкизовская, 6",,1.0,55.796203000000006,37.719594,Преображенское
453,Burger Club,"ш. Энтузиастов, 31",,1.0,55.758568999999994,37.75011,Соколиная Гора
454,Burger Club,"Бутырская, 2, стр. 2",,1.0,55.794229,37.586696999999994,Бутырский
457,West 4. Coffee Brew Bar,"Остоженка, 3/14",8.0,1.0,55.74385699999999,37.60196,Хамовники
458,Mizandari,"Болотная наб., 5, стр. 1",8.0,2.0,55.740232999999996,37.610413,Якиманка
459,Тануки,"просп. Мира, 120",8.0,2.0,55.81177099999999,37.639339,Алексеевский
460,Nhà,"Столешников пер., 6, стр. 3",8.0,1.0,55.76145699999999,37.6122,Тверской
461,Parka,"Пятницкая, 22",8.0,1.0,55.74149499999999,37.628208,Замоскворечье
462,Mendeleev,"Петровка, 20/1, –1 этаж",8.0,3.0,55.764176,37.617384,Тверской
464,BB Grill,"Семеновская пл., 1, ТРЦ «Семеновский»",7.9,3.0,55.782743999999994,37.720816,Соколиная Гора
465,Grill & Gyros,"1-й Хорошевский пр., 12, корп. 1",7.9,1.0,55.775378,37.546003999999996,Хорошёвский
466,Moscow — Delhi,"Ермолаевский пер., 7",7.9,3.0,55.764237,37.59047,Пресненский
467,Haggis Pub & Kitchen,"Петровка, 15",7.9,3.0,55.763554000000006,37.616628999999996,Тверской
468,Parisienne,"Ленинградский просп., 31, стр. 9",7.9,4.0,55.785387,37.562137,Беговой
469,Why Not Wine,"М.Никитская, 8/1",7.9,3.0,55.758184,37.595321000000006,Пресненский
470,Wine & Crab,"Никольская, 19–21, корп. 1",7.9,3.0,55.75846800000001,37.623483,Тверской
471,Burger Heroes,"Кузнецкий Мост, 12, 1 этаж",7.9,1.0,55.761609,37.621121,Мещанский
472,Emporio café,"1-й Тверской-Ямской пер., 18/3",7.9,3.0,55.773702,37.59922,Тверской
473,Wino Bar,"Марксистская, 20/1",7.9,2.0,55.738231000000006,37.659775,Таганский
474,Воронеж,"Пречистенка, 4, 2 этаж",7.9,3.0,55.74457099999999,37.600953999999994,Хамовники
475,Консерватория,"Неглинная, 4, гостиница «Арарат Парк Хаятт Москва», 10 этаж",7.9,4.0,55.759912,37.621471,Мещанский
476,Ян Примус,"Миклухо-Маклая, 27а",7.9,3.0,55.647468,37.516898,Коньково
477,Урюк,"Ленинградский просп., 37, корп. 6",7.9,2.0,55.794619,37.54285,Хорошёвский
478,Воккер,"Кожевническая, 3",7.9,1.0,55.730456000000004,37.642977,Замоскворечье
479,Uilliam's,"М.Бронная, 20а",7.9,3.0,55.76251,37.595537,Пресненский
480,Burger Club,"Зеленодольская, 44",,1.0,55.700938,37.764483,Кузьминки
481,Burger Club,"Ставропольская, 38/2",,1.0,55.681326,37.760458,Люблино
483,Burger Club,"Краснопрудная, 1",,1.0,55.776877,37.659371,Красносельский
484,Burger Club,"Каретный Ряд, 3, стр. 15а",,1.0,55.770775,37.610646,Тверской
486,Burger Club,"Плещеева, 4, корп. 1, стр. 6",,1.0,55.882808,37.604915000000005,Бибирево
487,Burger Club,"Поречная, 10, ТРК Mari",,1.0,55.649825,37.770043,Марьино
489,Burger Club,"Ленинский просп., 2а",,1.0,55.728778000000005,37.610988,Якиманка
491,Burger Club,"84-й км МКАД, пересечение с Алтуфьевским ш., ТРЦ «Весна»",,1.0,55.910895999999994,37.575208,Лианозово
492,Burger First,"Ниж.Сыромятническая, 10, стр. 11",,1.0,55.753190000000004,37.666709999999995,Басманный
495,Burger Heroes,"Маросейка, 4/2, стр. 1",,1.0,55.757408999999996,37.633688,Басманный
