,Name,Address,Rating,Money,lat,lng,District
1763,Domino's Pizza,"Смольная, 24",,1.0,55.860661,37.483041,Ховрино
1764,Domino's Pizza,"Часовая, 11, стр. 2",,1.0,55.808341000000006,37.530085,Аэропорт
1765,Domino's Pizza,"Сходненская, 25",,1.0,55.845501,37.438753999999996,Южное Тушино
1766,Domino's Pizza,"Шолохова, 22",,1.0,55.64114300000001,37.349129,Ново-Переделкино
1767,Domino's Pizza,"Луганская, 11",,1.0,55.622075,37.669441,Царицыно
1768,Domino's Pizza,"Серпуховский Вал, 14",,1.0,55.712132,37.614903999999996,Даниловский
1769,Domino's Pizza,"Энергетическая, 18",,1.0,55.757045,37.712399,Лефортово
1770,Domino's Pizza,"Паромная, 7, корп. 5",,1.0,55.637439,37.762399,Братеево
1771,Domino's Pizza,"Клязьминская, 11, корп. 4",,1.0,55.887024,37.523249,Дмитровский
1772,Domino's Pizza,"Кибальчича, 2, корп. 1",,1.0,55.815968999999996,37.644242999999996,Алексеевский
1773,Domino's Pizza,"Б.Дорогомиловская, 10",,1.0,55.746258999999995,37.563018,Дорогомилово
1774,Domino's Pizza,"Абельмановская, 7",,1.0,55.736235,37.671849,Таганский
1775,Domino's Pizza,"Молостовых, 3а",,1.0,55.763071999999994,37.833132,Ивановское
1776,Тарас Бульба,"Пятницкая, 14",6.1,2.0,55.742914,37.627984000000005,Замоскворечье
1778,La scarpetta,"Оболенский пер., 9, корп. 1",6.1,3.0,55.73036,37.57925,Хамовники
1779,Аморе,"Ленинский просп., 43",6.1,2.0,55.704803000000005,37.576232,Гагаринский
1780,Don Giulio pasticceria,"Покровка, 27, стр. 1",6.1,2.0,55.760194999999996,37.648097,Басманный
1782,The Фиш,"Ленинградское ш., 80, стр. 1",6.1,3.0,55.847134,37.476698999999996,Головинский
1783,Ченто перченто,"Народного Ополчения, 23, корп. 1",6.1,2.0,55.779084,37.478441,Хорошёво-Мнёвники
1784,Ян Примус,"просп. Вернадского, 121, корп. 1",6.1,3.0,55.657189,37.481909,Тропарёво-Никулино
1785,Beverly Hills Diner,"Сретенка, 1",6.1,2.0,55.766532,37.630544,Мещанский
1786,Cuba libre,"Покровка, 17, стр. 1",6.1,2.0,55.759851,37.64577,Басманный
1787,Нияма,"Ореховый б-р, 15, стр. 1, ТЦ «Галерея Водолей», 3 этаж",6.1,2.0,55.61314300000001,37.719028,Орехово-Борисово Северное
1788,Тарас Бульба,"Наметкина, 13г",6.1,2.0,55.662542,37.555175,Черёмушки
1789,Хлеб насущный,"Новослободская, 21",6.1,2.0,55.781079000000005,37.598968,Тверской
1790,Ривер-палас,"Бережковская наб., причал «Киевский вокзал»",6.1,3.0,55.73485600000001,37.560493,Дорогомилово
1791,Ермак,"Ниж.Мневники, 41, корп. 1",6.1,4.0,55.755458999999995,37.459334000000005,Хорошёво-Мнёвники
1792,Жан-Жак,"В.Радищевская, 15, стр. 2",6.0,2.0,55.743308999999996,37.65249,Таганский
1793,Храм дракона,"Ленинский просп., 37",6.0,3.0,55.709865,37.5865,Донской
1794,Чердак,"Кузнецкий Мост, 7",6.0,3.0,55.761725,37.619171,Тверской
1795,Blacksmith Irish Pub,"Рочдельская, 15, стр. 30, БЦ «Трехгорная мануфактура»",6.0,2.0,55.75594,37.561509,Пресненский
1796,Coffee Bean,"Ленинградский просп., 56",6.0,1.0,55.79851,37.537955,Аэропорт
1797,Ex libris,"Бобров пер., 6, стр. 1",6.0,2.0,55.765193999999994,37.634398,Красносельский
1798,Mi piace,"Чаянова, 22",6.0,2.0,55.777848999999996,37.598744,Тверской
1799,Starbucks,"просп. Вернадского, 6, ТЦ «Капитолий Вернадского»",6.0,1.0,55.69195799999999,37.527956,Раменки
1800,Domino's Pizza,"Доватора, 11, корп. 1",,1.0,55.7231,37.56759,Хамовники
1801,Domino's Pizza,"Маршала Катукова, 10",,1.0,55.809338000000004,37.403441,Строгино
1802,Domino's Pizza,"Новоясеневский просп., 9",,1.0,55.608816000000004,37.535403,Ясенево
1803,Domino's Pizza,"Ярославское ш., 55, корп. 1",,1.0,55.861898,37.691701,Ярославский
1804,Domino's Pizza,"Вешняковская, 29",,1.0,55.724038,37.827921999999994,Вешняки
1805,Domino's Pizza,"Шереметьевская, 22а",,1.0,55.804567000000006,37.616593,Марьина Роща
1806,Domino's Pizza,"Маленковская, 32а",,1.0,55.786829000000004,37.675235,Сокольники
1807,Domino's Pizza,"2-я Владимирская, 52, корп. 2",,1.0,55.746213,37.786698,Перово
1808,Domino's Pizza,"пр. Дежнева, 13",,1.0,55.870642000000004,37.641045,Южное Медведково
1809,Domino's Pizza,"1-й Красногвардейский пр., 7, стр. 1",,1.0,55.752901,37.544809,Пресненский
1810,Domino's Pizza,"Ферганская, 14/13",,1.0,55.707278,37.809965000000005,Выхино-Жулебино
1811,Domino's Pizza,"Лухмановская, 2",,1.0,55.711732,37.898476,Косино-Ухтомский
1812,Domino's Pizza,"Нижегородская, 72/2",,1.0,55.732874,37.711015,Нижегородский
1813,Domino's Pizza,"Маршала Бирюзова, 34, корп. 2",,1.0,55.800134,37.48154,Щукино
1814,Domino's Pizza,"Шоссейная, 33",,1.0,55.679692,37.724885,Печатники
1815,Domino's Pizza,"Просторная, 6",,1.0,55.804299,37.716252000000004,Преображенское
1816,Domino's Pizza,"Солнцевский просп., 11",,1.0,55.649591,37.403998,Солнцево
1817,Domino's Pizza,"Юных Ленинцев, 12, РК «Асаки»",,1.0,55.699293999999995,37.741064,Текстильщики
1818,Domino's Pizza,"Балаклавский просп., 5а, ТЦ «Штаер Чертаново»",,1.0,55.64054300000001,37.608212,Чертаново Северное
1819,Don Carleone,"Азовская, 24, корп. 3, ТРЦ «Азовский»",,1.0,55.647534,37.595555,Зюзино
1820,Donna Luna palazzo,"Покровка, 16/16",,2.0,55.758899,37.64604,Басманный
1823,Dorffman,"Таганская пл., 12, стр. 2",,4.0,55.740232999999996,37.654367,Таганский
1824,Бульон крутон,"Крылатские Холмы, 7, корп. 2",6.0,2.0,55.74878199999999,37.422988000000004,Крылатское
1825,Джонджоли,"Можайское ш., 34а",6.0,2.0,55.719389,37.41714,Можайский
1826,Пироговая лавка,"Рождественский б-р, 22/23",6.0,2.0,55.766172,37.630390999999996,Мещанский
1827,Сандуны,"Неглинная, 14, стр. 3–7",6.0,2.0,55.764283,37.621210999999995,Мещанский
1829,Тануки,"Волгоградский просп., 17",6.0,2.0,55.728559999999995,37.679116,Таганский
1830,Урюк,"Академика Пилюгина, 3",6.0,2.0,55.671016,37.52872,Обручевский
1831,Якитория,"1-я Тверская-Ямская, 7",6.0,2.0,55.771494,37.592797,Тверской
1832,Bali,"Б.Дмитровка, 32, стр. 4",6.0,2.0,55.76570600000001,37.611571999999995,Тверской
1833,Papa John's,"Профсоюзная, 109, корп. 2",6.0,1.0,55.632901000000004,37.519863,Коньково
1834,Вильям Басс,"М.Якиманка, 9",6.0,3.0,55.74001,37.615884,Якиманка
1835,Ньокки,"Рязанский просп., 34, корп. 2",6.0,2.0,55.717776,37.786563,Рязанский
1836,Пилзнер,"Озерковская наб., 56",6.0,2.0,55.733574,37.641090000000005,Замоскворечье
1837,Урюк,"Валовая, 3, стр. 1",6.0,2.0,55.730314,37.633607,Замоскворечье
1838,Этре,"Лопухинский пер., 2/14",6.0,2.0,55.74182,37.599031,Хамовники
1839,Якитория,"пр. Дежнева, 13",6.0,2.0,55.870642000000004,37.641045,Южное Медведково
1840,Якитория,"Ярцевская, 34, стр. 1",6.0,2.0,55.742276000000004,37.419027,Кунцево
1842,Му-му,"Комсомольский просп., 26",6.0,1.0,55.727571999999995,37.581236,Хамовники
1843,Rose Bar,"Б.Дмитровка, 20, стр. 1, 5 этаж",6.0,3.0,55.762804,37.613808,Тверской
1844,Колбасофф,"Русаковская, 27",6.0,2.0,55.787209,37.676592,Сокольники
1845,Vietcafé,"Газетный пер., 3, стр. 1",6.0,2.0,55.757222,37.607924,Пресненский
1846,Да Чикко,"Профсоюзная, 13/12",6.0,3.0,55.680554,37.566466999999996,Академический
1847,Chips,"Кузнецкий Мост, 7",5.9,3.0,55.761725,37.619171,Тверской
1848,Dos bandidos,"Красноармейская, 11",,2.0,55.799001000000004,37.545249,Аэропорт
1849,Dos bandidos,"Маршала Бирюзова, 34, корп. 2",,2.0,55.800134,37.48154,Щукино
1851,Double Bourbon,"Земляной Вал, 75",,2.0,55.745447999999996,37.656182,Таганский
1855,Dream Time,"Б.Очаковская, 2, стр. 23",,2.0,55.693013,37.466089000000004,Очаково-Матвеевское
1856,Dream Wok,"Дмитрия Ульянова, 4, корп. 1",,1.0,55.693394,37.557502,Гагаринский
1857,Dream Wok,"Ленинградское ш., 58, стр. 26",,1.0,55.842327000000004,37.484379,Головинский
1858,Dream Wok,"Сущевская, 19, стр. 4",,1.0,55.781848,37.600747,Тверской
1860,Dream Wok,"Миклухо-Маклая, 33",,1.0,55.645959,37.519395,Коньково
1861,Drive,"Академика Скрябина, 14, стр. 1",,2.0,55.711701,37.795017,Рязанский
1862,Drunken Duck Pub,"Профсоюзная, 104",,2.0,55.64191999999999,37.523456,Коньково
1867,Duckstar's,"Ниж.Кисельный пер., 4",,2.0,55.765053,37.622082,Мещанский
1868,Duckstar's,"Б.Черкизовская, 6",,2.0,55.796203000000006,37.719594,Преображенское
1869,Duckstar's,"Пролетарский просп., 20, корп. 2",,2.0,55.633306999999995,37.657897999999996,Царицыно
1870,Duckstar's,"Варшавское ш., 148",,2.0,55.60102,37.602526,Чертаново Южное
1871,Duckstar's,"Люблинская, 171, корп. 1",,2.0,55.646426,37.745861,Марьино
1872,Черчилль,"Ленинградский просп., 66",5.9,3.0,55.802725,37.52598,Аэропорт
1873,City Café,"Долгоруковская, 40",5.9,2.0,55.778137,37.6024,Тверской
1874,Жажда вкуса,"Мосфильмовская, 72а",5.9,2.0,55.711214,37.507008,Раменки
1875,Крабстер,"Арбат, 6/2",5.9,2.0,55.751741,37.597522,Арбат
1876,Тарас Бульба,"Велозаводская, 6",5.9,2.0,55.712258999999996,37.664932,Даниловский
1878,317,"Глубокий пер., 1/2",5.9,2.0,55.754897,37.569872,Пресненский
1879,Siberia Moscow,"Б.Никитская, 58",5.9,4.0,55.75861999999999,37.586509,Пресненский
1880,Кампус,"Миклухо-Маклая, 21, корп. 3",5.9,2.0,55.651303000000006,37.508534999999995,Обручевский
1881,Lizarran,"Пресненская наб., 2, ТЦ «Афимолл-сити», 5 этаж",5.9,2.0,55.74906,37.539347,Пресненский
1882,Жан-Жак,"Маросейка, 15",5.9,2.0,55.757920999999996,37.636778,Басманный
1883,Dunkin’ Donuts,"Н.Арбат, 17",5.9,1.0,55.752141,37.590713,Арбат
1884,Jack Rabbit Slim's,"Волоколамское ш., 1, корп. 1",5.9,2.0,55.80655,37.504708,Сокол
1885,Starbucks,"Балчуг, 3/2",5.9,1.0,55.747616,37.625981,Замоскворечье
1886,Шале,"Электролитный пр., 7, корп. 2, горнолыжный комплекс «Московские Альпы»",5.9,2.0,55.675301,37.610566,Нагорный
1887,Якитория,"Осенний б-р, 18, корп. 1",5.9,2.0,55.761766,37.40866,Крылатское
1888,The Old School,"Б.Черкасский пер., 15",5.9,2.0,55.756386,37.627454,Тверской
1889,Пироги на Маросейке,"Маросейка, 9/2, стр. 6",5.9,2.0,55.757855000000006,37.633715,Басманный
1890,Ванильное небо,"Никольская, 11/13, стр. 3",5.9,2.0,55.756827,37.621121,Тверской
1891,Fat Cat,"Кржижановского, влад. 22, стр. 1",5.8,2.0,55.67769200000001,37.574363,Академический
1892,Амиго Мигель,"Ленинградский просп., 47",5.8,2.0,55.799902,37.531316,Хорошёвский
1893,Mr. Lee,"Кузнецкий Мост, 7",5.8,4.0,55.761725,37.619171,Тверской
1894,Balzi rossi,"Кудринская пл., 1",5.8,4.0,55.758914000000004,37.580220000000004,Пресненский
1895,Lion's Head Pub,"Мясницкая, 15",5.8,2.0,55.763107999999995,37.634865000000005,Красносельский
1896,Dudo,"Ленинский просп., 30",,3.0,55.71063100000001,37.58393,Донской
1897,Duncan Bar,"Новая пл., 8, стр. 2, 1 этаж",,2.0,55.758093,37.626708,Тверской
1898,Shake Shack,"Ленинградское ш., 16а, стр. 4, ТРЦ «Метрополис»",5.8,1.0,55.823211,37.497468,Войковский
1899,Дуров,"Павловская, 6",5.8,3.0,55.71954100000001,37.626681,Даниловский
1901,Dunkin' Donuts,"Кировоградская, 13а, ТЦ Columbus",,1.0,55.612182,37.607026,Чертаново Центральное
1902,Dunkin' Donuts,"просп. Андропова, 22, ТЦ «Нора»",,1.0,55.682706,37.66132,Нагатино-Садовники
1903,Тануки,"Балаклавский просп., 48, корп. 1",5.8,2.0,55.64855,37.571174,Зюзино
1904,Кофейня «Шантиль»,"Б.Грузинская, 57",5.8,2.0,55.771454000000006,37.583095,Пресненский
1905,Dunkin’ Donuts,"Алтуфьевское ш., 8, ТРЦ «Алтуфьевский»",,1.0,55.85282900000001,37.58579,Отрадное
1906,Dunkin’ Donuts,"Вавилова, 3, ТРЦ «Гагаринский»",,1.0,55.706883,37.592096000000005,Донской
1907,Semplice,"Коровий Вал, 7, стр. 1",5.8,2.0,55.728687,37.61697,Якиманка
1909,Крылышко или ножка,"просп. Мира, 77, корп. 2",5.8,2.0,55.78993199999999,37.633742,Мещанский
1910,Dunkin’ Donuts,"Манежная пл., 1, стр. 2, ТЦ «Охотный Ряд»",,1.0,55.755773,37.614608000000004,Тверской
1912,Dunkin’ Donuts,"Летниковская, 11/10, стр. 11",,1.0,55.725255000000004,37.645070000000004,Даниловский
1913,Bellagio,"Мосфильмовская, 8",5.8,4.0,55.723237,37.527903,Раменки
1914,Black Star Burger,"Н.Арбат, 15",5.8,1.0,55.752141,37.592411,Арбат
1916,Dunkin’ Donuts,"24-й км МКАД, пересечение с Каширским ш., ТРЦ Vegas",,1.0,55.59399499999999,37.734946,Орехово-Борисово Южное
1917,Dunkin’ Donuts,"Ленинградское ш., 16а, стр. 4, ТЦ «Метрополис», 3 этаж",,1.0,55.823211,37.497468,Войковский
1918,Starbucks,"Ленинградское ш., 16а, стр. 4, ТРЦ «Метрополис», 1 этаж",5.8,1.0,55.823211,37.497468,Войковский
1919,Жадина-говядина,"Валовая, 35, БЦ Wall Street",5.8,1.0,55.729366000000006,37.626232,Замоскворечье
1920,Dunkin’ Donuts,"просп. Мира, 211, ТРЦ «Золотой Вавилон»",,1.0,55.84585500000001,37.662093,Свиблово
1922,Жизнь прекрасна,"Планерная, 12",5.8,2.0,55.860489,37.437271,Северное Тушино
1923,Тануки,"Митинская, 50",5.8,2.0,55.85176800000001,37.355624,Митино
1924,Dunkin’ Donuts,"Сходненская, 56, ТРЦ «Калейдоскоп», 3 этаж",,1.0,55.850407999999995,37.44409,Южное Тушино
1925,Dunkin’ Donuts,"Арбат, 25",,1.0,55.750094,37.594764,Арбат
1926,Якитория,"Семеновская пл., 2",5.8,2.0,55.781727000000004,37.719351,Соколиная Гора
1927,Березовая роща,"Куусинена, 8а",5.8,2.0,55.788874,37.512586,Хорошёвский
1928,Dunkin’ Donuts,"просп. Вернадского, 86а, ТРЦ Avenue South West",,1.0,55.66301899999999,37.480993,Тропарёво-Никулино
1930,Dunkin’ Donuts,"Шереметьевская, 6, корп. 1, ТРЦ «Райкин-плаза»",,1.0,55.795432999999996,37.617141,Марьина Роща
1932,Бокас дель торо,"Маршала Рыбалко, 18, корп. 1",5.8,3.0,55.799946999999996,37.484703,Щукино
1933,Baga Bar,"Пятницкая, 25, стр. 1",5.7,2.0,55.741764,37.630769,Замоскворечье
1934,Вареничная №1,"Арбат, 29",5.7,2.0,55.749871,37.59356,Арбат
1937,Dunkin’ Donuts,"Сокольническая пл., 9а, ТЦ «Престиж М»",,1.0,55.790337,37.679826,Сокольники
1938,Гин-но Таки,"Тверская, 6, стр. 1",5.7,2.0,55.760241,37.611346999999995,Тверской
1940,Dunkin’ Donuts,"Арбат, 9",,1.0,55.751467000000005,37.598079,Арбат
1941,T.G.I. Friday's,"Новослободская, 3",5.7,2.0,55.779155,37.600594,Тверской
1943,Венеция,"Столешников пер., 9, стр. 3",5.7,2.0,55.763427,37.614788,Тверской
1944,Dunkin’ Donuts,"Б.Черемушкинская, 1, ТРЦ «Рио»",,1.0,55.690278,37.601879,Котловка
1945,Dunkin’ Donuts,"Каширское ш., 26, ТРК «Москворечье»",,1.0,55.653314,37.64613,Москворечье-Сабурово
1946,Dunkin’ Donuts,"84-й км МКАД, пересечение с Алтуфьевским ш., ТРЦ «Весна»",,1.0,55.910895999999994,37.575208,Лианозово
1947,Dunkin’ Donuts,"Перерва, 43, корп. 1, ТК «Бум»",,1.0,55.659647,37.749660999999996,Марьино
1948,Dunkin’ Donuts,"Дмитровское ш., 163а, ТРЦ «Рио Дмитровка»",,1.0,55.909065000000005,37.539248,Северный
1949,Dunkin’ Donuts,"пл. Киевского Вокзала, 2, ТРЦ «Европейский»",,1.0,55.744631999999996,37.566072,Дорогомилово
1951,Dunkin’ Donuts,"Таганская, 1, ТЦ «Звездочка»",,1.0,55.741783999999996,37.655894,Таганский
1952,Dunkin’ Donuts,"Ходынский б-р, 4, ТРЦ «Авиапарк»",,1.0,55.790464,37.530409000000006,Хорошёвский
1954,Dunkin’ Donuts,"Профсоюзная, 129а, ТРЦ «Принц-плаза»",,1.0,55.61813000000001,37.507484000000005,Ясенево
1955,Durum-Durum,"Бауманская, 11",,1.0,55.77640600000001,37.676915,Басманный
1957,Dzen,"Мичуринский просп., 27, ТЦ «Тиара»",,1.0,55.697463,37.500207,Раменки
1958,East 37,"Международное ш., 28б, стр. 5, гостиница Sheraton Moscow Sheremetyevo",,3.0,55.94880500000001,37.416395,Молжаниновский
1960,Eastok,"Остоженка, 53/6",,4.0,55.736878000000004,37.595914,Хамовники
1961,Eastoria,"Одинцовский р-н, пос. Горки-10, 24а",,2.0,55.70643100000001,37.022618,Кунцево
1962,Ривьера,"Б.Дорогомиловская, 4",5.7,4.0,55.745909,37.571085,Дорогомилово
1963,Ситория,"Ленинградский просп., 48",5.7,3.0,55.796152,37.543479,Аэропорт
1964,Easy Meal,"Звонарский пер., 5, стр. 2",,1.0,55.764865,37.621992,Мещанский
1965,Грабли,"Пятницкая, 27, стр. 3а",5.7,1.0,55.741085,37.628882,Замоскворечье
1966,Easy Soup,"Новодмитровская, 1, стр. 26",,1.0,55.80684300000001,37.584981,Бутырский
1968,Forte bello,"66-й км МКАД, пересечение с Волоколамским ш., ТРЦ «Vegas Крокус-сити», 1 этаж",5.7,2.0,55.814836,37.39046,Строгино
1969,Без забот,"Мясницкая, 24/7",5.7,1.0,55.76266700000001,37.635206,Басманный
1970,Eateria,"Н.Арбат, 21",,2.0,55.75204,37.586158000000005,Арбат
1971,Eat Georgian,"Манежная пл., 1, стр. 2, ТЦ «Охотный Ряд»",,1.0,55.755773,37.614608000000004,Тверской
1972,Лисица,"Театральный пр., 3, стр. 3",5.7,2.0,55.759841,37.622693,Мещанский
1973,Hard Rock Café,"Арбат, 44, стр. 1",5.7,2.0,55.748093000000004,37.586527000000004,Арбат
1974,Искра,"Б.Новодмитровская, 36, стр. 9, дизайн-завод «Флакон»",5.7,2.0,55.805528,37.584451,Бутырский
1976,Де Марко,"Садовая-Триумфальная, 4/10",5.7,3.0,55.770401,37.599175,Тверской
1977,G&M,"Новослободская, 16а",5.7,2.0,55.78218199999999,37.599911,Тверской
1978,Джаганнат,"В.Радищевская, 9а",5.7,1.0,55.744384,37.649858,Таганский
1979,Павлин-мавлин,"Академика Королева, 28, корп. 1",5.7,2.0,55.82224,37.597684,Марфино
1980,Сандык,"1-й Щипковский пер., 2",5.7,2.0,55.721564,37.630472,Даниловский
1981,Тапчан,"Сергия Радонежского, 2",5.7,2.0,55.746279,37.671399,Таганский
1982,Ян Примус,"Осенний б-р, 7, корп. 1, ТЦ «Матрица»",5.7,3.0,55.757768999999996,37.406864,Крылатское
1983,Такэ,"просп. 60-летия Октября, 20",5.7,3.0,55.688506999999994,37.573438,Академический
1984,Piazza italiana,"Б.Саввинский пер., 11",5.6,4.0,55.734151000000004,37.568201,Хамовники
1985,"Житная, 10","Житная, 10",5.6,2.0,55.730318999999994,37.618947,Якиманка
1986,Мио,"Калужская пл., 1",5.6,2.0,55.728469,37.61291,Якиманка
1987,Чентрале проспект,"Кутузовский просп., 17",5.6,3.0,55.746922,37.556864000000004,Дорогомилово
1988,Урюк,"Вавилова, 69/75",5.6,2.0,55.682356000000006,37.551016,Ломоносовский
1989,Ян Примус,"Спартаковская, 23",5.6,3.0,55.773216000000005,37.677957,Басманный
1990,Тай Тай,"Покровка, 4, стр. 1",5.6,3.0,55.758509,37.641045,Басманный
1991,"Балчуг, 5","Балчуг, 5",5.6,4.0,55.747252,37.626088,Замоскворечье
1993,Иверия,"Нагатинская наб., 10, корп. 2",5.6,2.0,55.683092,37.640434,Нагатино-Садовники
1994,Тануки,"Алтуфьевское ш., 14",5.6,2.0,55.85578,37.585879999999996,Отрадное
1995,Ив.Дурдин,"Мичуринский просп., 8",5.6,3.0,55.705873,37.509882,Раменки
1996,Крепери де Пари,"Русаковская, 29",5.6,2.0,55.787766000000005,37.677158,Сокольники
1997,Бобры и утки,"Чистопрудный б-р, 1а",5.6,2.0,55.764672999999995,37.639904,Басманный
1998,T.G.I. Friday's,"Б.Тульская, 13, ТРЦ «Ереван-плаза», 3 этаж",5.5,2.0,55.708729000000005,37.622091,Даниловский
1999,Тарас Бульба,"Бакунинская, 23",5.5,2.0,55.77636999999999,37.684551,Басманный
2000,McDonald’s,"Б.Бронная, 29",5.5,1.0,55.764718,37.603101,Тверской
2002,Чайхона №1,"Б.Грузинская, 4/6",5.5,3.0,55.761511999999996,37.580373,Пресненский
2003,Borgato,"Мясницкая, 7, стр. 1",5.5,3.0,55.760889,37.631541,Красносельский
2005,Eco Ok,"просп. Мира, 211, ТРЦ «Золотой Вавилон», 2 этаж",,1.0,55.84585500000001,37.662093,Свиблово
2006,Eco Ok,"Пресненская наб., 2, ТЦ «Афимолл-сити», 4 этаж",,1.0,55.74906,37.539347,Пресненский
2007,Главпивтрест,"Мясницкая, 46/2, стр. 1",5.5,2.0,55.768198,37.644953,Басманный
2008,Готье нищий,"Пятницкая, 6/1, стр. 1",5.5,2.0,55.744606999999995,37.626969,Замоскворечье
2011,El café,"просп. Андропова, 8, ТРЦ «Мегаполис»",,2.0,55.69586999999999,37.664896,Даниловский
2013,Джандуя,"Багратионовский пр., 7, корп. 20в",5.5,2.0,55.743517000000004,37.505508,Филёвский Парк
2017,Му-му,"Нахимовский просп., 57",5.5,1.0,55.678326,37.561032,Черёмушки
2020,Else,"Иваньковское ш., 5",,3.0,55.819949,37.465892,Покровское-Стрешнево
2021,Пяток,"Золоторожский Вал, 40",5.5,2.0,55.747885,37.680957,Таганский
2022,Сварня,"Кировоградская, 13а, ТЦ Columbus",5.5,2.0,55.612182,37.607026,Чертаново Центральное
2023,Урюк,"Семеновская пл., 2",5.5,2.0,55.781727000000004,37.719351,Соколиная Гора
2024,El taco,"Открытое ш., 9, стр. 1, ТЦ «Подсолнухи»",,1.0,55.815413,37.738045,Богородское
2025,El taco,"Щукинская, 42, ТРК «Щука»",,1.0,55.80946899999999,37.464571,Щукино
2026,Il Патио,"1-я Тверская-Ямская, 2, стр. 1",5.5,2.0,55.770284,37.597118,Тверской
2027,Джонни Грин,"просп. Мира, 91, корп. 1",5.5,2.0,55.805356,37.635278,Останкинский
2028,Barmalini,"Садовническая, 82, стр. 2, БЦ «Аврора»",5.5,2.0,55.735519999999994,37.642474,Замоскворечье
2030,Emirate,"Профсоюзная, 129а, ТРЦ «Принц-плаза»",,2.0,55.61813000000001,37.507484000000005,Ясенево
2031,SOS. Café,"Мясницкая, 11",5.5,1.0,55.761694999999996,37.632664,Красносельский
2037,Esca,"Ленинская Слобода, 19",,2.0,55.70835400000001,37.652705,Даниловский
2040,Essen,"Б.Козихинский пер., 19/6",,1.0,55.764141,37.595240000000004,Пресненский
2041,Est caffe,"Покровка, 40, стр. 1",,2.0,55.761968,37.6524,Басманный
2042,EVI,"Буженинова, 30, стр. 3",,2.0,55.79184,37.709677,Преображенское
2044,Face 2 Face Food & Bar,"Сущевская, 27, стр. 7",,2.0,55.782856,37.599795,Тверской
2045,Factoria,"Вятская, 27, корп. 7",,2.0,55.796248,37.580149,Савёловский
2046,Falafel Guru,"Н.Арбат, 11, стр. 1, ТД «Новоарбатский»",,1.0,55.752217,37.595132,Арбат
2047,Family Farm Burger,"Ходынский б-р, 4, ТРЦ «Авиапарк»",,1.0,55.790464,37.530409000000006,Хорошёвский
2048,Family Farm Burger,"41-й км МКАД, пересечение с Калужским ш., ТЦ «Мега Теплый Стан»",,1.0,55.609823,37.49329,Ясенево
2049,Family Fitness,"Дубнинская, 6",,2.0,55.859398,37.56856,Восточное Дегунино
2051,Fantasy Rooms,"Ломоносовский просп., 25, корп. 5",,2.0,55.692007999999994,37.530939000000004,Раменки
2052,Братья Караваевы,"Земляной Вал, 76/21, в здании театра «Содружество актеров Таганки»",5.5,1.0,55.743178,37.653864,Таганский
2054,Fantozzi,"Широкая, 12б, ТРЦ «Фортуна»",,2.0,55.88661,37.660314,Северное Медведково
2055,Шеш-беш,"Пятницкая, 24",5.5,2.0,55.741262,37.628271000000005,Замоскворечье
2056,Fantozzi,"Вешняковская, 18а, ТЦ «Мегаком»",,2.0,55.723389000000005,37.825173,Вешняки
2057,Fan Zone,"Каширское ш., 26, ТРК «Москворечье», 1 этаж",,2.0,55.653314,37.64613,Москворечье-Сабурово
2058,Prime,"Садовническая наб., 82, стр. 2, БЦ «Аврора»",5.5,1.0,55.737542000000005,37.641135,Замоскворечье
2059,Азербайджан,"Демьяна Бедного, 4",5.5,2.0,55.770401,37.48693,Хорошёво-Мнёвники
2060,Боярский,"Даниловская наб., 6а",5.5,2.0,55.708794999999995,37.638279,Даниловский
2061,Fan Zone,"Кировоградская, 24а, ТК «Пражский град», 2 этаж",,2.0,55.612065,37.603118,Чертаново Центральное
2062,Fan Zone,"Б.Тульская, 11, ТДК «Тульский», 2 этаж",,1.0,55.710027000000004,37.623834,Даниловский
2063,Му-му,"Бауманская, 35/1",5.5,1.0,55.771742,37.679053,Басманный
2064,Тарас Бульба,"Бочкова, 3",5.5,2.0,55.809904,37.635081,Останкинский
2065,Эль гаучо,"Б.Козловский пер., 3/2",5.5,4.0,55.767641000000005,37.646848,Басманный
2066,Far For,"пр. Досфлота, 4, корп. 1",,1.0,55.840674,37.460313,Южное Тушино
2068,Farina divina,"Мичуринский просп., 16",,2.0,55.703118999999994,37.506046999999995,Раменки
2069,Paella House,"Крымский Вал, 9, в парке Горького",5.4,1.0,55.725908999999994,37.599084999999995,Якиманка
2070,Черноморская ривьера,"просп. 60-летия Октября, 8а",5.4,2.0,55.700588,37.57802,Академический
2071,Farinari,"Ломоносовский просп., 25, корп. 1",,1.0,55.693591000000005,37.532439000000004,Раменки
2073,Fat Cat,"Кржижановского, 22, стр. 1",,2.0,55.67769200000001,37.574363,Академический
2074,Тануки,"Пятницкая, 53",5.4,2.0,55.734866000000004,37.628011,Замоскворечье
2075,Тарас Бульба,"Садовая-Самотечная, 13",5.4,2.0,55.774234,37.617824,Тверской
2076,Старая Гавана,"Талалихина, 28, стр. 1",5.4,3.0,55.730112,37.679745000000004,Таганский
2077,Scotland Yard,"Петровка, 34, стр. 1",5.4,2.0,55.768638,37.613413,Тверской
2078,Кафе 15,"Ленинский просп., 15а",5.4,2.0,55.720814000000004,37.600711,Донской
2079,Мята,"Лужнецкий пр., 1а",5.3,2.0,55.726553,37.560431,Хамовники
2080,Генацвале,"Н.Арбат, 11, стр. 2",5.3,3.0,55.751888,37.596767,Арбат
