,Name,Address,Metro,Rating,Money
9911,Трамвай «Аннушка»,"Покровка, 17","Чистые пруды, Тургеневская, Сретенский бульвар",,
9912,Трамплин на Воробьевых,"Косыгина, 28",Воробьевы горы,,3
9913,Транзит времени,"Кулакова, 20, корп. 1",Строгино,,2
9914,Трапезный,"Измайловское ш., 73ж, КРК «Кремль в Измайлово»","Партизанская, Измайлово",,
9915,Трасса,"43-й км Новорязанского ш., дер. Ивановка",,,1
9916,Трасса,"49-й км Ленинградского ш., АЗС «Трасса»",,,1
9917,Трасса,"43-й км трассы М4, АЗС «Трасса»",,,1
9918,Трасса,"32-й км Новорижского ш., стр. 2",,,1
9919,Трдельник,"Арбат, 2/1","Библиотека им. Ленина, Арбатская, Александровский сад, Боровицкая",,1
9920,Трдельник,"Солнцевский просп., 9",Тропарево,,1
9921,Трдельник,"пр. Сокольнического Круга, 7, в парке «Сокольники»",Сокольники,,1
9922,Треска.love,"М.Палашевский пер., 6","Тверская, Пушкинская, Чеховская",,2
9923,Третье место,"Плотников пер., 10","Арбатская, Смоленская",,
9924,Треугольник,"Санникова, 17, стр. 2",Отрадное,,2
9925,Трешка,"Ленинградское ш., 3, корп. 1","Войковская, Сокол",,2
9926,Три кита,"2-й км от МКАД Можайского ш., ТК «Три кита», 4 этаж",,,2
9927,Три мудреца,"Спартаковская пл., 1/7, стр. 1а",Бауманская,,2
9928,Трио,"Ст.Басманная, 38/2, стр. 1",Бауманская,,2
9929,Три пирога,"Новоалексеевская, 12",Алексеевская,,1
9930,Три правила,"Пресненская наб., 2, ТЦ «Афимолл-сити», 2 этаж","Выставочная, Деловой центр",,1
9931,Три правила,"Сходненская, 56, ТРЦ «Калейдоскоп»",Сходненская,,1
9932,Три правила,"Щелковское ш., 100, ТЦ «Щелково»",Щелковская,,1
9933,Три правила,"Вавилова, 3, ТРЦ «Гагаринский»",Ленинский проспект,,1
9934,Три правила,"Профсоюзная, 61а, ТЦ «Калужский»",Калужская,,1
9935,Три правила,"Мичуринский просп., Олимпийская деревня, 3, корп. 1, ТРЦ «Фестиваль»","Проспект Вернадского, Юго-Западная",,1
9936,Три правила,"Фестивальная, 2б, ТЦ «Речной»",Речной вокзал,,1
9937,Три правила,"Щукинская, 42, ТРК «Щука»",Щукинская,,1
9938,Три правила,"Ленинградское ш., 16а, стр. 4, ТЦ «Метрополис»",Войковская,,1
9939,Три правила,"Головинское ш., 5, ТЦ «Водный»",Водный стадион,,1
9940,Три правила,"Б.Тульская, 13, ТРЦ «Ереван-плаза», 3 этаж",Тульская,,1
9941,Три правила,"Таганская, 1, ТЦ «Звездочка», 3 этаж","Таганская, Марксистская",,1
9942,Три правила,"Пресненская наб., 2, ТЦ «Афимолл-сити», 4 этаж","Выставочная, Деловой центр",,1
9943,Три правила,"В.Красносельская, 3а, ТДК «Тройка», 3 этаж",Красносельская,,1
9944,Три правила,"Ходынский б-р, 4, ТРЦ «Авиапарк», 4 этаж","Аэропорт, Динамо, Полежаевская, Хорошево",,1
9945,Три самурая,"Старая Купавна, Кирова, 1",,,1
9946,Три сковородки,"Старопетровский пр., 1, стр. 2","Войковская, Балтийская",,1
9947,Триумф,"Новослободская, 54/56","Новослободская, Менделеевская",,2
9948,Триумф,"Неверовского, 15",Парк Победы,,
9949,Три утки,"Мытная, 74, фуд-корт Даниловского рынка",Тульская,,1
9950,Трое из ларца,"Измайловское ш., 71, стр. 12",Партизанская,,2
9951,Тройка,"Генерала Тюленева, 4а",Теплый Стан,,2
9952,Тропарево,"Академика Бакулева, 3, гостиница «Тропарево»",Тропарево,,2
9953,Тропикана,"Н.Арбат, 21, КРЦ «Арбат»","Арбатская, Смоленская",,
9954,Трубадур,"Кутузовский просп., 2/1, стр. 1, отель «Radisson Royal Москва», 32–34 этаж",Киевская,,3
9955,Тук-тук,"Лукинская, 5, корп. 1",,,1
9956,Тульский дворик,"Серпуховский Вал, 1",Тульская,,2
9957,Турбоэра,"Дербеневская, 20, стр. 30, на территории бизнес-парка «Кожевники»",Павелецкая,,2
9958,Тыква,"б-р Генерала Карбышева, 8, стр. 3","Октябрьское Поле, Полежаевская, Хорошево, Панфиловская",,3
9959,Тысяча одна ночь,"Братиславская, 31",Братиславская,,2
9960,Тэсти мил,"Профсоюзная, 83а",Беляево,,
9961,Тюбетей,"Дербеневская наб., 13/17, корп. 3",Павелецкая,,1
9962,Тютчев,"Старопименовский пер., 11/6, стр. 1",Маяковская,,3
9963,У Адама,"Ленинградское ш., 3",Сокол,,2
9964,Уахтанг,"Ленинская Слобода, 26, МЦ Roomer, фуд-корт Streat",Автозаводская,,1
9965,У Бехо,"Измайловское ш., 44",Семеновская,,1
9966,У Гоголя,"Казакова, 8, стр. 2","Курская, Чкаловская",,2
9967,Угол,"Верхняя, 3, корп. 2",Белорусская,,2
9968,Угол,"Староваганьковский пер., 19, стр. 3","Библиотека им. Ленина, Арбатская, Александровский сад, Боровицкая",,1
9969,Угол,"Красногорский р-н, пос. Нахабино, Чкалова, 3",,,1
9970,Удачное,"Красногорский р-н, пос. Архангельское, 13а",,,1
9971,У Джона,"Нежинская, 13, корп. 2","Проспект Вернадского, Славянский бульвар",,2
9972,Удон-сан,"Селезневская, 28","Новослободская, Менделеевская",,1
9973,У друзей,"Открытое ш., 5, корп. 13",Бульвар Рокоссовского,,1
9974,У дяди Макса,"66-й км МКАД, пересечение с Волоколамским ш., ТРЦ «Vegas Крокус-сити», 4 этаж",Мякинино,,2
9975,У дяди Макса,"пл. Киевского Вокзала, 2, ТРЦ «Европейский», 4 этаж",Киевская,,2
9976,Узбечка/Fiesta,"Б.Академическая, 39",Петровско-Разумовская,,2
9977,Узген,"Краснодарская, 72, корп. 2",Люблино,,1
9978,Украинская ночь,"Пролетарский просп., 19, корп. 3",Кантемировская,,2
