,Name,Address,Metro,Rating,Money,lat,lng,District
1531,Dead Rabbit Pub,"просп. Маршала Жукова, 59","Октябрьское Поле, Полежаевская",,3.0,55.777758,37.457987,Хорошёво-Мнёвники
1532,DE Coffee — Кофейные братья,"Н.Арбат, 12","Библиотека им. Ленина, Арбатская, Александровский сад, Боровицкая",,1.0,55.753012,37.592851,Арбат
1533,Deep in рай,"7-я Кожуховская, влад., 5б","Автозаводская, Дубровка, Кожуховская",,2.0,55.709845,37.670348,Южнопортовый
1534,Deep Space Loft,"Кутузовский просп., 12, стр. 1",Киевская,,,55.750788,37.5592,Дорогомилово
1535,Defaqto,"Б.Лубянка, 30/2",,,2.0,55.766076,37.631424,Красносельский
1536,Джон Донн,"В.Радищевская, 15, стр. 2","Таганская, Марксистская",6.5,2.0,55.743309,37.65249,Таганский
1537,Kitchen Burger Bar,"Пятницкая, 82/34, стр. 1","Добрынинская, Серпуховская",6.5,1.0,55.730167,37.625226,Замоскворечье
1538,Vogue,"Кузнецкий Мост, 7/9","Лубянка, Кузнецкий Мост",6.5,3.0,55.761725,37.619171,Тверской
1539,Булка,"Покровка, 19","Чистые пруды, Тургеневская, Сретенский бульвар",6.5,2.0,55.759588,37.646489,Басманный
1540,Shake Shack,"Арбат, 38/1, стр. 1",Смоленская,6.5,1.0,55.748584,37.588,Арбат
1541,Extra Lounge,"Косыгина, 15, гостиница Korston, 21 этаж","Воробьевы горы, Ленинский проспект",6.5,3.0,,,
1542,One More Pub,"Бутырский Вал, 5, БЦ «Ямская-центр»",Белорусская,6.5,2.0,55.778558,37.584568,Тверской
1543,Starbucks,"Пресненская наб., 10, ММДЦ «Москва-Сити», башня «На набережной»","Выставочная, Международная, Деловой центр",6.5,1.0,,,
1544,Бургомистр,"Театральная пл., 5, стр. 2","Охотный Ряд, Театральная, Площадь Революции",6.5,3.0,55.757131,37.620896,Тверской
1545,Воккер,"Б.Семеновская, 16, ТРЦ «Серебряный дом»",Электрозаводская,6.5,1.0,55.781919,37.704017,Соколиная Гора
1546,Колковна,"Лубянский пр., 15/2",Китай-город,6.5,2.0,55.756817,37.632305,Басманный
1547,La taverna,"Шмитовский пр., 3, стр. 1","Выставочная, Улица 1905 года",6.5,4.0,55.758068,37.555598,Пресненский
1548,Момо,"Пятницкая, 66, стр. 2","Добрынинская, Павелецкая, Серпуховская",6.5,3.0,55.732469,37.626816,Замоскворечье
1549,Лодка,"Новинский б-р, 8, ТЦ Lotte Plaza, 4 этаж",Смоленская,6.5,4.0,55.75131,37.584613,Арбат
1550,Ив.Дурдин,"Волгоградский просп., 4а","Пролетарская, Крестьянская Застава",6.5,3.0,55.731024,37.670501,Таганский
1551,Corner Burger,"Б.Грузинская, 76","Белорусская, Маяковская",6.5,2.0,55.77356,37.586904,Тверской
1552,Китайские новости,"Спиридоновка, 25","Краснопресненская, Баррикадная",6.5,2.0,55.762708,37.589078,Пресненский
1553,Балкон,"Новинский б-р, 8, ТЦ Lotte Plaza, 7 этаж",Смоленская,6.4,3.0,55.75131,37.584613,Арбат
1554,Muzey,"Космодамианская наб., 52, стр. 7","Павелецкая, Таганская, Марксистская",6.4,3.0,55.734689,37.645842,Замоскворечье
1555,Козловица,"Сретенка, 4/1","Чистые пруды, Тургеневская, Сретенский бульвар",6.4,2.0,55.767124,37.63182,Красносельский
1556,У Пиросмани,"Новодевичий пр., 4",Спортивная,6.4,3.0,55.728976,37.558688,Хамовники
1557,Conversation,"Б.Никитская, 23","Тверская, Арбатская, Пушкинская, Чеховская",6.4,3.0,55.756908,37.599399,Пресненский
1558,Menza,"Русаковская, 22",Сокольники,6.4,2.0,55.786455,37.678837,Сокольники
1559,Novikov,"Тверская, 3, отель The Ritz-Carlton Moscow, 1 этаж","Охотный Ряд, Театральная, Площадь Революции",6.4,4.0,55.757278,37.612856,Тверской
1560,Delicatering,,,,,,,
1561,Delice,"пр. Стратонавтов, 7, корп. 2",Тушинская,,1.0,55.826751,37.437846,Покровское-Стрешнево
1562,Delice,"Ленинградский просп., 78, корп. 1",Сокол,,1.0,55.806059,37.513296,Аэропорт
1563,Delice,"Миклухо-Маклая, 47, стр. 3–4",Беляево,,1.0,55.643998,37.525351,Коньково
1564,Delice,"Ниж.Сусальный пер., 5, стр. 2, бизнес-квартал «Арма»","Курская, Чкаловская",,1.0,,,
1565,Delice,"Б.Серпуховская, 17, стр. 2",Серпуховская,,1.0,55.726842,37.626169,Замоскворечье
1566,Delice,"пл. Мясницкие Ворота, 1, стр. 2","Чистые пруды, Сретенский бульвар",,1.0,55.764941,37.63835,Басманный
1567,Delice,"Бауманская, 47",Бауманская,,1.0,55.769833,37.681479,Басманный
1568,Delice,"Б.Полянка, 28, корп. 1",Полянка,,1.0,55.736012,37.618659,Якиманка
1569,Delice,"Ленинградский просп., 75",Сокол,,1.0,55.804951,37.512344,Сокол
1570,Delice,"Зои и Александра Космодемьянских, 1",Войковская,,1.0,55.821386,37.504322,Войковский
1571,Delice,"10 лет Октября, 13",Спортивная,,1.0,55.724657,37.564473,Хамовники
1572,Delice,"просп. Мира, 47",Проспект Мира,,1.0,46.974676,142.738238,
1573,Delice,"5-я Кожуховская, 40/18",Кожуховская,,1.0,55.70564,37.681416,Южнопортовый
1574,Delice,"Преображенская пл., 12/11, корп. 13",Преображенская площадь,,1.0,55.794264,37.713818,Преображенское
1575,Delice,"Б.Полянка, 28, стр. 17",Полянка,,1.0,55.735302,37.618363,Якиманка
1576,Delice,"Широкая, влад. 11а",Медведково,,1.0,55.887902,37.660853,Северное Медведково
1577,Delice,"Куусинена, 1",Полежаевская,,1.0,55.77838,37.51644,Хорошёвский
1578,Delice,"Авиамоторная, 39, стр. 2, влад. 1",Авиамоторная,,1.0,55.762475,37.706901,Лефортово
1579,Delice,"Фестивальная, 2а, ТД «Интер-север»",Речной вокзал,,1.0,50.379105,82.021791,
1580,Delice,"Щукинская, 42, ТРК «Щука»",Щукинская,,1.0,55.809469,37.464571,Щукино
1581,Delice,"Ленинградский просп., 74",Сокол,,1.0,55.805189,37.516727,Аэропорт
1582,Delice,"Селезневская, влад. 4","Новослободская, Менделеевская",,1.0,55.779671,37.603999,Тверской
1583,Delice,"Зеленодольская, влад. 33",Кузьминки,,1.0,55.706786,37.768453,Кузьминки
1584,Пивная станция,"Пролетарский просп., 14/49, корп. 2",Кантемировская,6.4,2.0,55.636595,37.653676,Царицыно
1585,Хлеб и вино,"Маросейка, 15",Китай-город,6.4,1.0,55.757921,37.636778,Басманный
1586,Bro & N,"М.Бронная, 27/14","Тверская, Пушкинская, Чеховская",6.4,2.0,55.76331,37.594072,Пресненский
1587,Ciderella,"Никольская, 11/13, стр. 2","Охотный Ряд, Театральная, Площадь Революции",6.4,1.0,55.756629,37.621426,Тверской
1588,Steak It Easy,"Пресненская наб., 2, ТЦ «Афимолл-сити», 5 этаж","Выставочная, Деловой центр",6.4,2.0,55.74906,37.539347,Пресненский
1589,Баскин Роббинс,"Н.Арбат, 17",Арбатская,6.4,1.0,55.752141,37.590713,Арбат
1590,Бейрут,"Машкова, 22","Красные Ворота, Курская, Чкаловская",6.4,2.0,55.764212,37.653173,Басманный
1591,Венеция 16 век,"Спартаковская пл., 16",Бауманская,6.4,4.0,55.776689,37.680212,Басманный
1592,Кусочки,"Шаболовка, 63, корп. 1",Шаболовская,6.4,2.0,55.713654,37.607655,Даниловский
1593,Тануки,"Можайское ш., 11","Кунцевская, Славянский бульвар",6.4,2.0,55.53935,36.355673,
1594,Тинатин,"Плющиха, 58, стр. 1а","Парк культуры, Смоленская",6.4,3.0,55.737284,37.575235,Хамовники
1595,Якитория,"Университетский просп., 19",Университет,6.4,2.0,55.713507,37.522054,Раменки
1596,Meat & Fish,"Пресненская наб., 2, ТЦ «Афимолл-сити», 5 этаж",Выставочная,6.4,3.0,55.74906,37.539347,Пресненский
1597,Де Марко,"Смоленская-Сенная, 23/25","Парк культуры, Смоленская",6.4,3.0,55.743923,37.582655,Хамовники
1598,Пилзнер,"1-я Тверская-Ямская, 1",Маяковская,6.4,2.0,55.770051,37.595061,Тверской
1599,Тапчан,"Удальцова, 83",Проспект Вернадского,6.4,2.0,55.680265,37.493874,Проспект Вернадского
1600,Времена года,"Титовский пр., 2","Парк культуры, Фрунзенская, Октябрьская, Шаболовская",6.4,3.0,55.722644,37.596597,Якиманка
1601,Rock'n'Roll Bar & Café,"Сретенка, 1","Чистые пруды, Тургеневская, Сретенский бульвар",6.4,2.0,55.766532,37.630544,Мещанский
