,Name,Address,Metro,Rating,Money,lat,lng,District
6287,Гулиани,"Мичуринский просп., 27, ТЦ «Тиара», 2 этаж",Университет,,2.0,55.697463,37.500207,Раменки
6288,Гурия-Gotinaza,"Мерзляковский пер., 2",Арбатская,,2.0,55.753681,37.599381,Арбат
6289,Гурман,"Плющиха, 20/2",Смоленская,,3.0,55.743659,37.577975,Хамовники
6290,Гурман,"22-й км Киевского ш., БП «Румянцево», корп. Г, 2 этаж",Румянцево,,1.0,,,
6291,Гурмарио,"14-й км Новорижского ш., дер. Новинки, 115, ТРК «Павлово подворье»",,,2.0,55.808128,37.129015,
6292,Гурмэ,"19-й км МКАД, 20, стр. 1, ТК «Южные ворота»",Марьино,,1.0,55.621424,37.783114,Братеево
6293,Гурмэ Express,,,,,,,
6294,Гусар,"Болотниковская, 52, корп. 1","Нахимовский проспект, Севастопольская, Каховская",,2.0,55.662984,37.582188,Зюзино
6295,Гусарский дворик,"Вересковая, 6",Свиблово,,,55.859584,37.640695,Свиблово
6296,Гуси-лебеди,"Измайловское ш., 71, корп. 3в, гостиница «Измайлово Вега»",Партизанская,,3.0,,,
6297,Густой,"Октябрьская, 26, стр. 1",Достоевская,,,59.907555,30.43061,
6298,Гуэль,"Каширское ш., 40, корп. 2",Каширская,,2.0,55.648946,37.661725,Москворечье-Сабурово
6299,Гюльчатай,"просп. Мира, 119, ВДНХ, павильон 4",ВДНХ,,2.0,55.826291,37.637614,Останкинский
6300,Гюмри,"пос. Изварино, Базовая, 2",,,2.0,55.615334,37.259549,Внуково
6301,д,"Рочдельская, 15, стр. 1","Краснопресненская, Баррикадная",,1.0,55.756908,37.566054,Пресненский
6302,Даблби,"4-я Тверская-Ямская, 27",Маяковская,,1.0,55.773145,37.595465,Тверской
6303,Даблби,"Пресненская наб., 12, ММДЦ «Москва-Сити», башня «Федерация»","Выставочная, Международная, Деловой центр",,1.0,,,
6304,Даблби,"Пресненская наб., 8, ММДЦ «Москва-Сити», башня «Город столиц», 1 этаж","Выставочная, Международная, Деловой центр",,1.0,,,
6305,Даблби,"Трехпрудный пер., 10/2","Маяковская, Тверская, Пушкинская, Чеховская",,1.0,55.765407,37.597522,Тверской
6306,Даблби,"Ленинская Слобода, 19, БЦ Omega Plaza",Автозаводская,,1.0,55.708354,37.652705,Даниловский
6307,Даблби,"Б.Дмитровка, 9, стр. 1","Охотный Ряд, Театральная, Площадь Революции",,1.0,55.761355,37.614294,Тверской
6308,Даблби,"Варшавское ш., 9, стр. 1, БК «Даниловская мануфактура», корпус «Ряды Солдатенкова»",Тульская,,1.0,,,
6309,Даблби,"Ленинградский просп., 31а, стр. 1, МФК «Монарх»",Динамо,,1.0,55.784207,37.55955,Беговой
6310,Даблби,"Мантулинская, 5, стр. 3, в парке «Красная Пресня»","Выставочная, Улица 1905 года, Деловой центр",,1.0,54.098832,44.028714,
6311,Даблби,"Покровка, 16","Чистые пруды, Тургеневская, Сретенский бульвар",,1.0,55.759157,37.645708,Басманный
6312,Марукамэ,"пл. Джавахарлала Неру, 1, ТЦ «Университи»",Университет,,1.0,55.693292,37.533975,Раменки
6313,Марукамэ,"Ленинская Слобода, 17",Автозаводская,,1.0,55.709743,37.656389,Даниловский
6314,Марукамэ,"4-й Лесной пер., 4, БЦ White Stone",Белорусская,,1.0,55.778993,37.587182,Тверской
6315,Марукамэ,"Н.Арбат, 11, стр. 1, ТД «Новоарбатский»",Арбатская,,1.0,55.752217,37.595132,Арбат
6316,Маруся,"Новочеркасский б-р, 20, корп. 1",Марьино,,2.0,55.645781,37.719414,Марьино
6317,Маруся,"Гончарная, 21","Таганская, Марксистская",,,55.743512,37.649678,Таганский
6318,Марфино,"10-й км от МКАД Дмитровского ш., дер. Еремино",,,2.0,,,
6319,Мархал,"Планерная, 12",Планерная,,2.0,55.860489,37.437271,Северное Тушино
6320,Мархал,"Ангарская, 1, корп. 2",,,2.0,55.87189,37.509873,Западное Дегунино
6321,Марчеллис,"Митинская, 53",Пятницкое шоссе,,2.0,55.8534,37.351635,Митино
6322,Марчеллис,"Б.Дмитровка, 5/6, стр. 1","Лубянка, Охотный Ряд, Театральная, Площадь Революции, Кузнецкий Мост",,2.0,55.759704,37.615659,Тверской
6323,Марше,"просп. Мира, 211, ТРЦ «Золотой Вавилон»","Свиблово, Ботанический сад, ВДНХ",,2.0,55.845855,37.662093,Свиблово
6324,Маска,"Новозаводская, 27в","Багратионовская, Фили",,2.0,55.748984,37.495419,Филёвский Парк
6325,Массимилиано,"Кузнецкий Мост, 3, стр. 2","Лубянка, Охотный Ряд, Театральная, Площадь Революции, Кузнецкий Мост",,2.0,55.761664,37.616872,Тверской
6326,Массимилиано,"Гарибальди, 36",Новые Черемушки,,2.0,55.668442,37.559856,Черёмушки
6327,Массимо,"Ленинский просп., 146, гостиница Astrus, 2 этаж",Юго-Западная,,2.0,59.852606,30.288407,
6328,Массолит,"Б.Сухаревская пл., 16/18, стр. 1","Чистые пруды, Сухаревская, Тургеневская, Сретенский бульвар",,,55.771651,37.637434,Красносельский
6329,Мастервкус,"просп. Буденного, 53, КЦ «Буденовский»",Шоссе Энтузиастов,,1.0,55.758038,37.73986,Соколиная Гора
6330,Мастер-фуд,,,,,,,
6331,Матрешка,"Верейская, 9",Кунцевская,,1.0,59.917267,30.324142,
6332,Матчпоинт,"Н.Арбат, 21",Смоленская,,2.0,55.75204,37.586158,Арбат
6333,Маугли,"Гастелло, 39",Электрозаводская,,1.0,55.783549,37.69295,Сокольники
6334,Маха рикша,"Б.Дровяной пер., 8, стр. 1","Таганская, Марксистская",,2.0,55.743811,37.657116,Таганский
6335,Мацони,"Новокузнецкая, 33, стр. 1",Павелецкая,,2.0,55.733736,37.634326,Замоскворечье
6336,Даблби,"Электрозаводская, 27, стр. 4, БЦ «Лефорт»",Электрозаводская,,1.0,55.790443,37.704359,Преображенское
6337,Даблби,"Театральный пр., 5, Центральный детский магазин, 2 этаж","Лубянка, Кузнецкий Мост",,1.0,55.760195,37.624651,Мещанский
6338,Даблби,"Цветной б-р, 2, БЦ «Легенда Цветного»","Цветной бульвар, Трубная",,1.0,55.768025,37.623483,Мещанский
6339,Даблби,"Б.Бронная, 15/8","Тверская, Пушкинская, Чеховская",,1.0,55.762414,37.599885,Пресненский
6340,Даблби,"Верейская, 29, стр. 134, БЦ «Верейская плаза I»",Кунцевская,,1.0,55.308854,37.428234,
6341,Даблби,"Воздвиженка, 10, ЦВУМ","Библиотека им. Ленина, Арбатская, Александровский сад, Боровицкая",,1.0,54.968804,37.438179,
6342,Даблби,"Сретенка, 26, вход из Даева переулка",Сухаревская,,1.0,42.928347,74.129651,
6343,Даблби,"Волхонка, 9, стр. 1",Кропоткинская,,1.0,55.747089,37.607628,Хамовники
6344,Даблби,"Пресненская наб., 2, ТЦ «Афимолл-сити», 2 этаж","Выставочная, Деловой центр",,1.0,55.74906,37.539347,Пресненский
6345,Даблби,"Арбат, 10",Арбатская,,1.0,55.751432,37.596561,Арбат
6346,Даблби,"Льва Толстого, 18б, ДК «Красная роза», БЦ «Строганов»",Парк культуры,,1.0,43.196593,47.467258,
6347,Даблби,"Ленинградский просп., 72, стр. 2, БЦ «Алкон»",Сокол,,1.0,55.805528,37.521327,Аэропорт
6348,Даблби,"22-й км Киевского ш., 6, стр. 1, ОП Comcity",Румянцево,,1.0,55.633816,37.431936,Московский
6349,Даблби,"Цветной б-р, 15, стр. 1, универмаг «Цветной»","Цветной бульвар, Трубная",,1.0,55.771145,37.620177,Тверской
6350,Даблби,"Б.Татарская, 7, корп. 4, ЖК «4 солнца»","Новокузнецкая, Третьяковская",,1.0,55.741277,37.635009,Замоскворечье
6351,Даблби,"Крылатская, 17, корп. 1, БП «Крылатские холмы»",Крылатское,,1.0,55.770552,37.424129,Крылатское
6352,Даблби,"Центральная пл., 1, ДК «Зеленоград»",,,1.0,55.989688,37.219897,Савёлки
6353,Даблби,"аэропорт Шереметьево-2, терминал Е",,,1.0,55.966448,37.415838,
6354,Даблби,"24-й км Ленинградского ш., ТЦ «Мега Химки»","Речной вокзал, Планерная",,1.0,55.578951,37.464365,Сосенское
6355,Даблби,"Остоженка, 27, корп. 3",Парк культуры,,1.0,55.738774,37.59719,Хамовники
6356,Даблби,"Пятницкая, 73","Добрынинская, Серпуховская",,1.0,55.730558,37.626034,Замоскворечье
6357,Даблби,"Балчуг, 3/2","Новокузнецкая, Третьяковская",,1.0,55.747616,37.625981,Замоскворечье
6358,Даблби,"Крымский Вал, 9, стр. 18, в парке Горького","Парк культуры, Октябрьская",,1.0,55.726472,37.601376,Якиманка
6359,Даблби,"Валовая, 2/44, стр. 1",Павелецкая,,1.0,55.731277,37.635305,Замоскворечье
6360,Мацони,"Б.Сухаревская пл., 16/18, стр. 2",Сухаревская,,2.0,55.77151,37.638207,Красносельский
6361,Мацони,"Б.Семеновская, 45","Семеновская, Электрозаводская",,2.0,55.781712,37.713459,Соколиная Гора
6362,Мацони,"Бориса Галушкина, 18",ВДНХ,,2.0,55.822114,37.655921,Алексеевский
6363,Маэстро Jazz,"Восточная, 4, корп. 1",Автозаводская,,,55.714414,37.657907,Даниловский
6364,Маэстро Ресто,"Дубининская, 55",Павелецкая,,2.0,55.721468,37.635799,Даниловский
6365,Маэстро Ресто,"Профсоюзная, 58, корп. 4",Новые Черемушки,,2.0,55.668879,37.550693,Обручевский
6366,Маэстро Ресто,"49-й км Киевского ш., дер. Софьино, участок 2",,,2.0,55.521007,37.010554,
6367,Маэстро Ресто,"Сретенка, 34/1",Сухаревская,,2.0,55.771358,37.6327,Красносельский
6368,Мегатрейд,"Ивана Франко, 12",Кунцевская,,,55.727972,37.442491,Кунцево
6369,Мегатрейд,"Свободы, 13/2",Тушинская,,,55.828814,37.450881,Покровское-Стрешнево
6370,Мезонин,"Профсоюзная, 126, ТК «Коньково-пассаж»",Коньково,,1.0,55.632398,37.51715,Тёплый Стан
6371,Меленка,"Мичуринский просп., Олимпийская деревня, 3, корп. 1, ТРЦ «Фестиваль»","Проспект Вернадского, Юго-Западная",,1.0,55.677951,37.466637,Тропарёво-Никулино
6372,Меленка,"84-й км МКАД, гипермаркет «Ашан Алтуфьево»",Алтуфьево,,1.0,,,
6373,Мелоди,"Можайское ш., 34а","Молодежная, Кунцевская",,,55.719389,37.41714,Можайский
6374,Мелодия,"Новинский б-р, 8, ТЦ Lotte Plaza, 3 этаж",Смоленская,,3.0,55.75131,37.584613,Арбат
6375,Мельница Budweiser,"просп. Вернадского, 6, ТЦ «Капитолий Вернадского», 2 этаж",Университет,,3.0,55.691958,37.527956,Раменки
6376,Менга,"Ленинский просп., 158, гостиница «Салют», цокольный этаж",Юго-Западная,,2.0,,,
6377,Меню,"Краснопролетарская, 36, БЦ «Амбер-плаза»","Новослободская, Менделеевская, Достоевская",,2.0,55.779995,37.605768,Тверской
6378,Меркато,"Сокольнический Вал, 1, стр. 1, в парке «Сокольники», справа от главной аллеи",Сокольники,,2.0,,,
6379,Меркато,"Ст.Басманная, 15, в саду им. Баумана, напротив эстрады","Красные Ворота, Бауманская, Курская, Чкаловская",,2.0,,,
6380,Меркато,"просп. Андропова, 58а, стр. 1, в парке «Садовники»",Каширская,,2.0,55.663314,37.65602,Нагатино-Садовники
6381,Меркато,"Тюрина, 1, в парке «Царицыно»",Царицыно,,2.0,,,
6382,Меркато,"Кузьминский парк, 1, стр. 2, в парке «Кузьминки»",Кузьминки,,2.0,55.69523,37.766908,Кузьминки
6383,Мерси 5,"Новочеркасский б-р, 13",Марьино,,1.0,55.647452,37.723313,Марьино
6384,Даблби,"Триумфальная пл., павильон напротив выхода из метро",Маяковская,,1.0,,,
6385,Даблби,"Новодевичий пр., 4",Спортивная,,1.0,55.728976,37.558688,Хамовники
6386,Даблби,"Земляной Вал, 33, ТРК «Атриум», 1 этаж","Курская, Чкаловская",,1.0,55.757339,37.659164,Басманный
6387,Даблби,"Трехгорный Вал, 24",Улица 1905 года,,1.0,55.761872,37.562676,Пресненский
6388,Даблби,"Бутырский Вал, 5, БЦ «Ямская-центр»",Белорусская,,1.0,55.778558,37.584568,Тверской
6389,Даблби,"Оболенский пер., 9, корп. 1, вход из переулка Хользунова",Фрунзенская,,1.0,55.73036,37.57925,Хамовники
6390,Даблби,"Новослободская, 18, в кафе «Батони Wine»","Новослободская, Менделеевская",,1.0,,,
6391,Даблби,"Романов пер., 4, БЦ «Романов двор»","Библиотека им. Ленина, Арбатская, Александровский сад, Боровицкая",,1.0,55.754568,37.609488,Арбат
6392,Даблби,"Неглинная, 18, стр. 1","Цветной бульвар, Трубная",,1.0,55.765615,37.620968,Мещанский
6393,Даблби,"Ходынский б-р, 4, ТРЦ «Авиапарк», 3 этаж","Аэропорт, Динамо, Полежаевская",,1.0,55.790464,37.530409,Хорошёвский
6394,Даблби,"Каланчевская, 17, стр. 1",Комсомольская,,1.0,55.77276,37.651762,Красносельский
6395,Даблби,"Братьев Фонченко, 7, в парке Победы",Парк Победы,,1.0,55.729194,37.511625,Дорогомилово
6396,Даблби,"просп. Мира, 26, стр. 1, у входа в Аптекарский огород","Проспект Мира, Сухаревская",,1.0,46.951946,142.741805,
6397,Даблби,"Ниж.Красносельская, 35, стр. 50",Бауманская,,1.0,55.774684,37.674067,Басманный
6398,Даблби,"Берсеневская наб., 8, стр. 1, арт-кластер «Красный Октябрь»",Кропоткинская,,1.0,55.667747,64.806495,
6399,Даблби,"Крымский Вал, 9, стр. 64, в парке Горького","Парк культуры, Октябрьская",,1.0,55.730005,37.599013,Якиманка
6400,Даблби,"Ниж.Сусальный пер., 5, стр. 2","Курская, Чкаловская",,1.0,55.760444,37.662344,Басманный
6401,Даблби,"Тверская, 5/6","Охотный Ряд, Театральная, Площадь Революции",,1.0,55.757891,37.612398,Тверской
6402,Даблби,"Б.Серпуховская, 32, корп. 1","Добрынинская, Серпуховская",,1.0,55.725189,37.625585,Замоскворечье
6403,Давай лайма,"просп. Мира, 78",Рижская,,1.0,55.791258,37.635206,Мещанский
6404,Дагестанская лавка,"Мытная, 74, фуд-корт Даниловского рынка",Тульская,,1.0,,,
6405,Дагестанская лавка,"Профсоюзная, 126, корп. 3, ТК «Коньково-пассаж», фуд-корт «Экомаркет»",Коньково,,1.0,46.003321,137.043988,
6406,Дагестанская лавка,"Цветной б-р, 15, стр. 1, универмаг «Цветной», 6 этаж",Цветной бульвар,,1.0,55.771145,37.620177,Тверской
6407,Дагестанская лавка,"Ниж.Красносельская, 35, стр. 59, рынок «Гастроферма»","Красносельская, Бауманская",,1.0,,,
6408,"Мерси, Баку","Свободы, 55",Сходненская,,2.0,40.382599,49.845683,
6409,Месопотамия,"Арбат, 4, стр. 1",Арбатская,,3.0,55.752019,37.598348,Арбат
6410,Место,"Симферопольский б-р, 16, корп. 1","Севастопольская, Каховская",,1.0,55.652009,37.604682,Зюзино
6411,Месье Оливье,"Менжинского, 36, ТЦ «Камп»",Бабушкинская,,1.0,55.87045,37.66327,Бабушкинский
6412,Месье Оливье,"Грекова, 3ж, ТЦ «Рапира»",Медведково,,1.0,55.885065,37.661239,Северное Медведково
6413,Метла,"Н.Арбат, 21","Арбатская, Смоленская, Александровский сад, Боровицкая",,2.0,55.75204,37.586158,Арбат
6414,Метрополь,"Театральный пр., 2, гостиница «Метрополь»","Охотный Ряд, Театральная, Площадь Революции",,4.0,55.758448,37.62166,Тверской
6415,Мечта,"Котельники, 2-й Покровский пр., 8","Жулебино, Котельники",,2.0,55.661643,37.857441,
6416,Мечта,"Дзержинский, Академика Жукова, 38",,,1.0,55.625842,37.837983,
6417,Миа Сицилия,"Дубки, 6",Тимирязевская,,2.0,55.819292,37.564913,Тимирязевский
6418,Мид Ари,"Ниж.Сусальный пер., 5, стр. 1, бизнес-квартал «Арма»","Курская, Чкаловская",,1.0,,,
6419,Мид Ари,"Б.Серпуховская, 32, стр. 1","Добрынинская, Серпуховская",,1.0,55.725189,37.625585,Замоскворечье
6420,Микс,"Фрунзенская наб., 2/1",Парк культуры,,2.0,55.734567,37.595716,Хамовники
6421,Милано-пицца,"Рязанский просп., 10, стр. 2, БЦ «Джоуль»","Рязанский проспект, Нижегородская",,1.0,55.725787,37.756362,Рязанский
6422,Милано-пицца,"Привольная, 61, корп. 1",Жулебино,,1.0,55.682539,37.84578,Выхино-Жулебино
6423,Милена,"с. Виноградово, Дмитровское ш., 36а",,,,55.946134,37.540695,
6424,Мили-ванили,"Солнечногорский р-н, пос. Лунево, Гаражная, 1, стр. 2",,,1.0,55.994446,37.338789,
6425,Мимино,"просп. Мира, 169, корп. 1",ВДНХ,,2.0,55.837191,37.657673,Ростокино
6426,Мимино,"просп. Мира, 75, стр. 1",Рижская,,2.0,55.789775,37.634326,Мещанский
6427,Мимино,"Лесная, 1/2",Белорусская,,2.0,55.776872,37.585386,Тверской
6428,Мимино,"Новослободская, 36","Новослободская, Менделеевская",,2.0,55.784582,37.596687,Тверской
6429,Мимино,"Н.Арбат, 21","Арбатская, Смоленская",,2.0,55.75204,37.586158,Арбат
6430,Мимино,"Илимская, 3, корп. 1",Алтуфьево,,2.0,55.890552,37.581406,Лианозово
6431,Мимино,"Кржижановского, 24/35, корп. 3",Профсоюзная,,2.0,55.67692,37.578073,Академический
6432,Дагестанская лавка,"Ленинская Слобода, 26, МЦ Roomer, фуд-корт Streat",Автозаводская,,1.0,,,
6433,Дагестанская лавка,"просп. Мира, 119, ВДНХ, на аллее слева от центрального входа",ВДНХ,,1.0,,,
6434,Дагестанская лавка,"Рождественка, 6/9/20, стр. 1","Лубянка, Кузнецкий Мост",,1.0,55.761183,37.623834,Мещанский
6435,Дай краба,"Арбат, 4, стр. 1",Арбатская,,2.0,55.752019,37.598348,Арбат
6436,Дайте два,"Ниж.Красносельская, 39, стр. 1",Бауманская,,1.0,55.774269,37.67431,Басманный
6437,Дайте два,"Дербеневская наб., 11",Серпуховская,,1.0,55.7209,37.651268,Даниловский
6438,Дайте два,"Бутырская, 4",Савеловская,,1.0,55.794846,37.585898,Бутырский
6439,Дайте два,"2-я Брестская, 8",Маяковская,,1.0,55.77119,37.590749,Тверской
6440,Дайте два,"Кржижановского, 29, корп. 2",Профсоюзная,,1.0,55.675057,37.581406,Котловка
6441,Дали,"Ботаническая, 29, корп. 1, гостиница «Останкино»","Владыкино, Петровско-Разумовская",,2.0,56.792735,60.640692,
6442,Даниель,"Воронцово Поле, 2, цокольный этаж","Курская, Китай-город, Чкаловская",,,57.607378,37.944649,
6443,Даниловский,"Б.Староданиловский пер., 5, гостиница «Даниловская»",Тульская,,2.0,55.709576,37.628316,Даниловский
6444,Даниловский Event Hall,"Дубининская, 71, стр. 5","Павелецкая, Тульская",,,55.710362,37.632197,Даниловский
6445,Дарбарс,"Покровка, 2/1, стр. 1, вход из Старосадского переулка",Китай-город,,3.0,39.210342,48.50651,
6446,Дариали,"Б.Серпуховская, 29","Добрынинская, Серпуховская",,1.0,55.723851,37.626987,Замоскворечье
6447,Дар солнца,"Б.Толмачевский пер., 5","Новокузнецкая, Третьяковская",,1.0,55.739671,37.621408,Якиманка
6448,Дача,"Люберецкий р-н, пос. Малаховка, Касимовское ш., 15",,,2.0,55.6611,38.016335,
6449,Дача на Варшавке,"Кировоградская, 13а, ТЦ Columbus, 4 этаж",Пражская,,2.0,55.612182,37.607026,Чертаново Центральное
6450,Два кренделя,"Б.Дровяной пер., 8, стр. 2","Таганская, Марксистская",,1.0,55.743892,37.656586,Таганский
6451,Два кренделя,"Тимура Фрунзе, 11, стр. 2–5",Парк культуры,,1.0,55.734045,37.58941,Хамовники
6452,Два кренделя,"Трубная, 17, стр. 1","Цветной бульвар, Трубная",,1.0,55.769707,37.625046,Мещанский
6453,Два кренделя,"просп. Андропова, 18, корп. 5","Коломенская, Технопарк",,1.0,55.692308,37.662785,Даниловский
6454,Два кренделя,"Орликов пер., 5",Красные Ворота,,1.0,55.772082,37.649876,Красносельский
6455,Два кренделя,"Ленинградский просп., 39, корп. 80",Аэропорт,,1.0,55.796562,37.536922,Хорошёвский
6456,Мимино,"Домодедовская, 24, корп. 3",Домодедовская,,2.0,55.606558,37.708527,Орехово-Борисово Южное
6457,Мимино,"Шаболовка, 2",Октябрьская,,2.0,55.726761,37.611383,Якиманка
6458,Миндаль,"2-я Останкинская, 1",ВДНХ,,2.0,55.825897,37.625415,Останкинский
6459,Мини-пекарня,"Чеховский р-н, дер. Дмитровка, 9а",,,1.0,55.244198,37.505714,
6460,Минкульт,"Ленинградский просп., 15, стр. 1",Белорусская,,2.0,55.781458,37.572432,Беговой
6461,Минсон,"Мосфильмовская, 53",Раменки,,1.0,55.70491,37.497459,Раменки
6462,Миорица,"Ольховская, 47, стр. 2","Красносельская, Бауманская",,1.0,55.777884,37.674552,Красносельский
6463,Мир,"Цветной б-р, 11, стр. 2","Цветной бульвар, Трубная",,,55.770071,37.620429,Тверской
6464,Мирадж,"просп. Буденного, 33","Семеновская, Шоссе Энтузиастов",,2.0,55.766202,37.732467,Соколиная Гора
6465,Мирофбар,"Мясницкая, 32, стр. 2","Чистые пруды, Тургеневская, Сретенский бульвар",,1.0,55.765351,37.639626,Басманный
6466,Мир ставок,"Чертановская, 32, стр. 2","Южная, Пражская",,2.0,55.61842,37.592599,Чертаново Центральное
6467,Мир шашлыков,"б-р Яна Райниса, 13",Сходненская,,2.0,55.849332,37.433472,Южное Тушино
6468,Мистер Beerkin,"Бакунинская, 4/6, стр. 1",Бауманская,,2.0,55.772639,37.681119,Басманный
6469,Мистер Кейтеринг,,,,,,,
6470,Мистер Круассан,"просп. Мира, 112",Алексеевская,,1.0,55.805943,37.637847,Алексеевский
6471,Мистер Круассан,"Новокуркинское ш., 1, ТЦ «Парус», 2 этаж",,,1.0,55.884964,37.407196,Куркино
6472,Мистер Круассан,"Б.Черемушкинская, 1, ТРЦ «Рио», 3 этаж",Академическая,,1.0,55.690278,37.601879,Котловка
6473,Мистер Круассан,"Профсоюзная, 129а, ТРЦ «Принц-плаза»",Теплый Стан,,1.0,55.61813,37.507484,Ясенево
6474,Мистер Хинкали,"Мичуринский просп., 21а","Университет, Проспект Вернадского",,2.0,55.70005,37.505184,Раменки
6475,Мистер Чуррос,"Н.Арбат, 11, стр. 1, ТД «Новоарбатский»",Арбатская,,1.0,55.752217,37.595132,Арбат
6476,Михаил Светлов,"Измайловское ш., 71, корп. 4г, гостиница «Измайлово Гамма»",Партизанская,,3.0,,,
6477,Мичуринское,"Мичуринский просп., 10, корп. 1",Юго-Западная,,2.0,55.704007,37.508984,Раменки
6478,Миш-мэш,"Декабристов, 12, ТК «Золотой Вавилон Отрадное», 2 этаж",Отрадное,,2.0,55.863106,37.602049,Отрадное
6479,Мия,"Коштоянца, 20",Юго-Западная,,1.0,55.674996,37.47686,Тропарёво-Никулино
6480,Два кувшина,"Рублевское ш., 20, корп. 2","Молодежная, Кунцевская",,2.0,55.742737,37.430588,Кунцево
6481,Две палочки,"Зеленый просп., 62, ТЦ «Шангал»",Новогиреево,,2.0,55.750874,37.819927,Новогиреево
6482,Две палочки,"Земляной Вал, 33, ТРК «Атриум»","Курская, Чкаловская",,2.0,55.757339,37.659164,Басманный
6483,Две печи,"просп. Андропова, 8, ТРЦ «Мегаполис», 5 этаж",Технопарк,,2.0,55.69587,37.664896,Даниловский
6484,Движок,"Ходынский б-р, 4, ТРЦ «Авиапарк»","Аэропорт, Динамо, Полежаевская",,1.0,55.790464,37.530409,Хорошёвский
6485,Движок,"Хорошевское ш., 27, ТРЦ «Хорошо!», 4 этаж","Полежаевская, Хорошево",,1.0,55.777084,37.523653,Хорошёвский
6486,Движок,"Манежная пл., 1, стр. 2, ТЦ «Охотный Ряд», -3 этаж","Охотный Ряд, Театральная, Площадь Революции",,1.0,55.755773,37.614608,Тверской
6487,Движок,"Театральный пр., 5, Центральный детский магазин","Лубянка, Кузнецкий Мост",,1.0,55.760195,37.624651,Мещанский
6488,Движок,"Б.Новодмитровская, 1, стр. 9",Дмитровская,,1.0,55.801131,37.585233,Бутырский
6489,Движок,"Пресненская наб., 6, стр. 2, ММДЦ «Москва-Сити», башня «Империя»","Выставочная, Международная, Деловой центр",,1.0,,,
6490,Движок,"Красноказарменная, 19",Авиамоторная,,1.0,55.753995,37.71009,Лефортово
6491,Движок,"Ладожская, 4/6, стр. 4",Бауманская,,1.0,55.771388,37.682143,Басманный
6492,Дворец султана,"Грайвороновская, 12, корп. 2",Текстильщики,,2.0,55.719668,37.732602,Текстильщики
6493,Дворик,"Ташкентская, 22",Выхино,,2.0,41.728899,44.76332,
6494,Дворик,"Загорьевская, 10, корп. 2, стр. 2",Аннино,,2.0,55.579587,37.677068,Бирюлёво Восточное
6495,Дворянский,"Измайловское ш., 73ж, КРК «Кремль в Измайлово»","Партизанская, Измайлово",,,,,
6496,Девичья башня,"Бутырская, 84","Дмитровская, Савеловская",,2.0,55.806267,37.582673,Бутырский
6497,Дедовский пекарь,"Дубравная, 39",Митино,,1.0,55.843611,37.356863,Митино
6498,Дедовский пекарь,"Истринский р-н, Дедовск, Клубная, 4",,,1.0,55.86203,37.121038,
6499,Дедовский пекарь,"Истринский р-н, пос. Северный, Шоссейная, 15",,,1.0,55.946305,36.838499,
6500,Дедовский пекарь,"Истринский р-н, Дедовск, Гвардейская, 9а",,,1.0,55.865586,37.113123,
6501,Дед Пихто,"Пресненская наб., 4, стр. 1, ММДЦ «Москва-Сити», башня «Эволюция», город мастеров «Мастерславль»","Выставочная, Деловой центр",,1.0,,,
6502,Дежавю,"Осташковский пр., 6, стр. 2","Медведково, Бабушкинская",,2.0,55.876521,37.685638,Лосиноостровский
6503,Делимарше,"Гашека, 7, БЦ «Дукат-плейс II»",Маяковская,,3.0,55.768679,37.589042,Пресненский
6504,Мия,"Н.Арбат, 21","Арбатская, Смоленская",,1.0,55.75204,37.586158,Арбат
6505,М-кафе,"Рябиновая, 47",Кунцевская,,1.0,55.69626,37.42686,Очаково-Матвеевское
6506,МКС,"просп. Мира, 111",ВДНХ,,1.0,55.82311,37.639815,Останкинский
6507,Мобильный бар 21º,,,,,,,
6508,Может кофе,"Мантулинская, 18","Краснопресненская, Баррикадная",,1.0,55.756224,37.551447,Пресненский
6509,Мой большой греческий фалафель,"Н.Арбат, 15","Арбатская, Александровский сад, Боровицкая",,1.0,55.752141,37.592411,Арбат
6510,Мой двор,"Сталеваров, 3л",Новогиреево,,2.0,55.758397,37.841855,Ивановское
6511,Мойчай,"Бакунинская, 14, стр. 1",Бауманская,,,55.773753,37.682521,Басманный
6512,Мойчай,"Мясницкая, 24/7, стр. 2","Чистые пруды, Тургеневская, Сретенский бульвар",,,55.763457,37.636024,Басманный
6513,Мокка,"Ленинский просп., 67","Университет, Профсоюзная",,1.0,55.691516,37.552732,Гагаринский
6514,Молдова,"Рождественка, 7, в здании посольства Молдавии",Кузнецкий Мост,,2.0,,,
6515,Молодость,"Бауманская, 11, стр. 8","Красносельская, Бауманская",,2.0,55.776705,37.678281,Басманный
6516,Молоко и мед,"2-й Вышеславцев пер., 5а",Марьина Роща,,2.0,55.790853,37.608356,Марьина Роща
6517,Мольберт,"Мантулинская, 12","Краснопресненская, Баррикадная",,2.0,55.756883,37.553693,Пресненский
6518,Монарх,"Новоясеневский просп., 1б, корп. 1",Теплый Стан,,,55.617663,37.508679,Ясенево
6519,Моника,"Трубецкая, 10",Фрунзенская,,2.0,55.727217,37.576043,Хамовники
6520,Монополь,"Тверская, 5/6","Охотный Ряд, Театральная, Площадь Революции",,2.0,55.757891,37.612398,Тверской
6521,Монте-Кристо,"Маршала Голованова, 19",Марьино,,2.0,55.644049,37.730904,Марьино
6522,Монтероссо,"Таганская пл., 10/2","Таганская, Марксистская",,3.0,55.740598,37.654278,Таганский
